scenario_id,seed,num_requests,offered_load,burstiness,long_fraction,prompt_median,output_median,tenant_weight_skew,class_share_skew,slo_tightness,prediction_noise_sigma,kv_pressure_target,late_pressure,late_fraction,late_phase,max_active_sequences,step_token_budget,max_kv_tokens,fairness_pressure,service_heterogeneity,prefill_decode_pressure,kv_pressure,urgency_pressure,burst_pressure,high_fairness_pressure,high_service_heterogeneity,high_prefill_decode_pressure,high_kv_pressure,high_urgency_pressure,high_burst_pressure,n_elevated_mechanisms
joint_mm_0079,20260903,48,0.7957480952106609,0.31493547863768334,0.7083333333333334,1039.0,492.0,4.021556174422391,0.25629164902581053,1.4299436472398672,0.3739590664672193,1.1866565935937041,0.8679591367292496,0.3958333333333333,0.299464664294267,32,512,82020,0.928499,0.387528,0.876698,1.0,0.871994,0.204708,True,False,True,True,True,False,4
joint_mm_0080,20260904,66,1.2897983922087812,0.4865143393409205,0.24242424242424243,371.5,43.5,1.7855431507824846,0.3033009350883079,1.6971149106931938,0.04691199572775392,0.6318572495918522,0.11451970753676266,0.13636363636363635,0.6888689038501431,32,512,45162,0.223166,1.0,0.294438,0.842478,0.616805,0.666234,False,True,False,True,True,True,4
joint_mm_0081,20260905,53,1.140393930807072,0.0007862780666051394,0.5849056603773585,4014.0,62.0,4.440761314551809,0.4842368984319427,2.0832458176481214,0.1454401542379438,0.5922461871906001,0.8944210152000293,0.41509433962264153,0.12096916753841333,8,1024,51282,0.949455,0.895121,0.972642,0.638977,0.594478,0.000511,True,True,True,True,False,False,4
joint_mm_0082,20260906,52,0.9166952027975872,0.9713596434881661,0.057692307692307696,205.5,171.5,1.720170221769288,0.26395850333783755,0.7416790005952734,0.20553850652939362,0.8413764528780088,0.07983814325545802,0.1346153846153846,0.44862132302482116,16,1024,8138,0.245827,0.473989,0.242614,1.0,1.0,0.981384,False,False,False,True,True,True,3
joint_mm_0083,20260907,67,1.079705345448851,0.6130727705300508,0.29850746268656714,246.0,71.0,2.1792649243043067,0.2838960533121035,0.6525020014081316,0.2628441936807668,0.5963837166807487,0.6746168743320982,0.34328358208955223,0.5680250387313814,16,512,19191,0.380621,1.0,0.587702,0.795206,1.0,0.748497,False,True,False,True,True,True,4
joint_mm_0084,20260908,62,0.7779428938113473,0.46573002044697,0.8709677419354839,4096.0,317.0,3.983031834233202,0.30550501863346513,0.8951770606218037,0.059596683048693595,0.39398260381412464,0.7386422353021805,0.3548387096774194,0.43400129682674693,4,1024,115770,0.926183,0.471481,0.882258,0.141522,1.0,0.302725,True,False,True,False,True,False,3
joint_mm_0085,20260909,50,0.8693556636287681,0.046171939901358705,0.48,2308.5,50.0,1.2516830733348474,0.393492083830372,2.2713490310454523,0.3006553139370019,0.39671475281964863,0.13445341889389262,0.14,0.30636521029324115,32,512,247795,0.069213,0.719166,0.56,0.528953,0.513003,0.380012,False,True,False,False,False,False,1
joint_mm_0086,20260910,41,0.9504755414769057,0.17981478590934918,0.6097560975609756,2119.0,125.0,2.172042416286697,0.6945414447365916,1.7167713675483416,0.23124227492785027,1.1443513472963616,0.8366587068364091,0.3902439024390244,0.20282567665124115,4,512,17054,0.318024,0.516389,0.935366,0.960713,0.718306,0.11688,False,False,True,True,True,False,3
joint_mm_0087,20260911,42,1.27883540195596,0.03446820796692662,0.6666666666666666,3176.5,381.0,4.902229176192963,0.5452249366826004,2.151698413576608,0.2979016754879355,0.7942485515558263,0.9741528584785922,0.4523809523809524,0.1815724411194236,8,1024,30942,0.998785,0.385964,1.0,1.0,0.536093,0.022404,True,False,True,True,False,False,3
joint_mm_0088,20260912,68,1.3399985426788246,0.4036387182168901,0.3088235294117647,227.0,158.0,1.3442134996839366,0.5681259674943544,1.320896438649783,0.121481534279712,1.0085733102064287,0.08100981966042498,0.1323529411764706,0.71800228039277,8,512,5482,0.094912,0.754153,0.272311,1.0,0.890937,0.262365,False,True,False,True,True,False,3
joint_mm_0089,20260913,42,1.045576644893212,0.33205587267871883,0.5952380952380952,205.0,93.5,3.534620239015557,0.602316050563745,1.1642010703445758,0.4342181388228164,0.6540048555583647,0.8873594200942734,0.40476190476190477,0.261898784370538,8,256,5510,0.648742,0.73725,0.651534,0.872015,1.0,0.215836,True,True,True,True,True,False,5
joint_mm_0090,20260914,39,1.2399343354622363,0.07342443631929907,0.5897435897435898,243.0,77.0,1.3639185220521626,0.4318911697066764,1.8182907067602483,0.024244733901839656,0.5910607653572214,0.2107619152300878,0.1794871794871795,0.21178530589906036,16,512,22779,0.106143,0.678508,0.35732,0.788094,0.578335,0.397726,False,True,False,True,False,False,2
joint_mm_0091,20260915,36,1.191624893795802,0.5601638187889177,0.3333333333333333,393.0,70.0,3.419351930429598,0.30274016094210365,1.701149351421023,0.34939578974334484,0.474182746120698,0.35034277256979596,0.2222222222222222,0.46348923507656037,32,512,96443,0.705644,0.865922,0.468065,0.632249,0.646291,0.714106,True,True,False,True,True,True,5
joint_mm_0092,20260916,49,1.2042337759660662,0.5569247140314241,0.20408163265306123,684.0,127.0,1.0656966810193131,0.3546625288505919,1.817023736082331,0.3970156870449951,0.7930928446586498,0.34773582913431433,0.22448979591836735,0.16274250943458246,16,512,37348,0.019944,0.825455,0.522365,1.0,0.639242,0.362001,False,True,False,True,True,False,3
joint_mm_0093,20260917,40,1.1751601751466767,0.19327153634066951,0.85,311.5,132.0,2.1360887428770723,0.5454739482090867,1.1067871406001548,0.14264160917900856,0.5804456946476301,0.0061196065781348175,0.15,0.2198510084725414,8,512,4917,0.340827,0.568328,0.263623,0.773968,1.0,0.125626,False,False,False,True,True,False,2
joint_mm_0094,20260918,68,1.035815091109241,0.6684273617344738,0.22058823529411764,552.5,85.0,1.775267498961571,0.33846604493282073,0.8594116783827064,0.26801281968008733,1.0616541981614036,0.10141926630887022,0.1323529411764706,0.18571159742665277,16,1024,29625,0.22517,0.807765,0.366783,1.0,1.0,0.434478,False,True,False,True,True,False,3
joint_mm_0095,20260919,39,0.8689490006536846,0.9535377807064196,0.41025641025641024,192.0,276.0,1.4925564011880232,0.6319579065807878,2.081452455187377,0.44878556281276716,1.1453725947240827,0.0460161626358816,0.15384615384615385,0.1780342223893529,4,1024,2350,0.137347,0.547792,0.289268,1.0,0.62507,0.6198,False,False,False,True,True,True,3
joint_mm_0096,20260920,46,1.11748680293604,0.3157897012672819,0.6086956521739131,978.0,250.0,1.865738077497357,0.6315804599108059,2.2429561411688894,0.17020101785859193,0.726761338843497,0.7493635016202547,0.3695652173913043,0.3204682065842112,8,512,20540,0.23055,0.609125,0.725631,0.969036,0.53689,0.205263,False,True,True,True,False,False,3
joint_mm_0097,20260921,41,1.1042233388087233,0.6355470200377412,0.2682926829268293,85.0,99.0,4.565340557825455,0.7439281808813164,2.194223609109073,0.06301462850519295,0.6943716822767113,0.20348486028735413,0.17073170731707318,0.199803161160109,32,512,13410,1.0,0.817796,0.287201,0.925876,0.550731,0.763106,True,True,False,True,False,True,4
joint_mm_0098,20260922,37,0.9492427675601506,0.3145855620348641,0.5405405405405406,1564.0,119.0,1.6396399042554552,0.2743479951284904,1.8454030599515292,0.4011921261238616,1.3022903633619949,0.06060018498276287,0.16216216216216217,0.15869901859974678,8,1024,14205,0.20529,0.78061,0.490738,1.0,0.612712,0.204481,False,True,False,True,True,False,3
joint_mm_0099,20260923,62,1.319036670228508,0.6383347617887617,0.7096774193548387,821.5,70.0,2.5413421699329994,0.38127673853565747,2.384487669195787,0.31024488232592945,0.5108112713924134,0.46106736762884104,0.25806451612903225,0.5144291306924463,8,512,26346,0.416411,1.0,0.536338,0.68109,0.506336,0.414918,False,True,False,True,False,False,2
joint_mm_0100,20260924,63,1.002873939120692,0.24926876381562246,0.6349206349206349,4096.0,260.0,1.3188308936935165,0.2820921947261001,1.5250385541340399,0.02157434130697793,1.2014868823392981,0.6045706246169179,0.31746031746031744,0.3600729407203551,32,1024,81818,0.100584,0.551814,0.82619,1.0,0.691021,0.162025,False,False,True,True,True,False,3
joint_mm_0101,20260925,68,1.0786807018585796,0.986217377130788,0.6470588235294118,210.0,229.0,1.346922336641415,0.7067299616105605,1.7170777233487193,0.29970284080487275,1.0308946661512408,0.5200910781812148,0.27941176470588236,0.30491047344468253,8,512,3786,0.095659,0.547615,0.4593,1.0,0.682821,0.991041,False,False,False,True,True,True,3
joint_mm_0102,20260926,54,0.9505360425893772,0.6274731174267757,0.25925925925925924,243.5,55.5,1.2272862276829144,0.5825838845624445,1.2301213820304886,0.3098539551205769,0.6529908170209028,0.5005507475169463,0.2777777777777778,0.6454783957063955,4,256,6843,0.057874,0.943392,0.488059,0.611662,0.915247,0.407858,False,True,False,True,True,False,3
joint_mm_0103,20260927,38,1.298459396988159,0.5752258529230306,0.5263157894736842,562.0,100.0,1.7733022784845769,0.6957767854681758,0.8076419767071734,0.4436488493068118,1.1787511863318731,0.18322921218753763,0.15789473684210525,0.4128350744655507,4,256,5955,0.223851,0.529656,0.381439,1.0,1.0,0.373897,False,False,False,True,True,False,2
joint_mm_0104,20260928,53,1.1853699026064144,0.6496585297396889,0.32075471698113206,1202.0,32.0,4.248410602478619,0.6889601548146866,0.8738723483023946,0.07930074794979912,0.6043717056484195,0.34110297384870514,0.22641509433962265,0.10624539874050268,32,512,161034,1.0,0.717498,0.630714,0.805832,1.0,0.772278,True,True,True,True,True,True,6
joint_mm_0105,20260929,70,1.0418621378338448,0.8580596802243001,0.17142857142857143,281.5,137.5,1.7792810278861946,0.4129953465925131,0.9403541305294799,0.3460783848473832,0.8725168357703098,0.2131403495406673,0.17142857142857143,0.13059525553472692,4,1024,7329,0.211519,0.678524,0.318978,0.564443,1.0,0.557739,False,True,False,False,True,False,2
joint_mm_0106,20260930,41,0.9653565884270628,0.5153420590971025,0.4878048780487805,1380.0,124.0,1.1241077601190756,0.38500501132763865,1.4376786353409,0.30312465364546143,1.1919261825951581,0.6876488136205018,0.34146341463414637,0.5446414458545344,8,1024,20618,0.038216,0.698836,0.819214,1.0,0.772506,0.334972,False,True,True,True,True,False,4
joint_mm_0107,20260931,66,0.9960750682667349,0.05150636951499299,0.10606060606060606,629.5,271.0,1.1817277179797747,0.39000801304311566,2.018550097605343,0.2589581896247108,1.1778870282048333,0.5262736818112874,0.2878787878787879,0.5135034514596736,8,512,13796,0.05025,0.363469,0.597931,1.0,0.554665,0.033479,False,False,False,True,False,False,1
joint_mm_0108,20260932,56,1.0576448123852284,0.074629083589834,0.4107142857142857,560.5,253.5,4.591264186769208,0.688332235257614,1.8837730342180432,0.4267057610227548,1.2584319326651778,0.7019337750617514,0.3392857142857143,0.3561840755352321,4,512,6575,1.0,0.612726,0.624648,0.862053,0.688402,0.048509,True,True,True,True,True,False,5
joint_mm_0109,20260933,38,0.8050322517917488,0.8991608260643401,0.6842105263157895,1884.5,104.0,1.0050732409114278,0.5240727362204649,2.14852242854822,0.40032981290881475,1.0899281822357918,0.8690823471874127,0.39473684210526316,0.5696074441133335,16,512,45096,0.001335,0.662385,0.942105,1.0,0.572846,0.584455,False,True,True,True,False,False,3
joint_mm_0110,20260934,63,0.9587678025268763,0.865645755734085,0.23809523809523808,1342.0,69.0,2.177973968957459,0.5365521443532892,2.06464545397577,0.24039171940059006,0.3708016680860915,0.5067311393821394,0.2698412698412698,0.1267894788423189,32,512,265112,0.315529,0.800343,0.724735,0.494402,0.588777,0.91267,False,True,True,False,False,True,3
joint_mm_0111,20260935,54,1.2245945319335227,0.26370436041088374,0.2777777777777778,1988.5,57.0,2.682752312253055,0.6948966827219604,1.0568265649115005,0.3307614535119941,0.7101518502588748,0.7381833856024325,0.35185185185185186,0.15704146399292046,4,256,35485,0.490803,0.63261,0.877778,0.461716,1.0,0.171408,False,True,True,False,True,False,3
joint_mm_0112,20260936,47,0.9878918684399958,0.7918392809168608,0.7021276595744681,2534.0,512.0,2.3969297118206767,0.3805701215216444,1.4224513434948294,0.23659280389951332,1.2957170570815078,0.918989071966856,0.425531914893617,0.6825376670932658,16,512,37934,0.38267,0.257965,0.988298,1.0,0.842688,0.514696,False,False,True,True,True,False,3
joint_mm_0113,20260937,69,0.972426692702595,0.6472280239210562,0.6086956521739131,181.0,83.0,3.8407011247488057,0.47476544265198367,1.1137814359740954,0.3977810178422108,1.1381918097256842,0.5315793053998331,0.2898550724637681,0.4097742545364941,16,1024,6920,0.715321,0.926098,0.473303,1.0,1.0,0.770698,True,True,False,True,True,True,5
joint_mm_0114,20260938,42,0.8459326192694887,0.215122487656898,0.4523809523809524,753.0,304.5,2.808046684648175,0.4631487683907445,2.269996105537444,0.0020576846734632614,0.6427028866073712,0.317157866207068,0.21428571428571427,0.1394929866252948,16,512,44786,0.462774,0.396395,0.501795,0.856946,0.500341,0.13983,False,False,False,True,False,False,1
joint_mm_0115,20260939,39,1.2033941206849614,0.17175220285419768,0.8717948717948718,434.0,512.0,3.0233913685107914,0.6812059023415773,1.1748897923201476,0.3675288177126418,0.7732152171428456,0.7559510627234305,0.358974358974359,0.10007355471153828,16,256,12145,0.577185,0.259727,0.599797,1.0,1.0,0.111639,False,False,False,True,True,False,2
joint_mm_0116,20260940,49,0.8876711571999953,0.9793115284734878,0.6938775510204082,4096.0,379.0,1.4589920542727137,0.40356849657974514,2.2492514485678603,0.17622338168041182,0.45936615446501383,0.9328038959358311,0.42857142857142855,0.3495014656723399,4,1024,68753,0.122944,0.401869,0.992857,0.238302,0.539581,0.636552,False,False,True,False,False,True,2
joint_mm_0117,20260941,41,1.2304098869357407,0.5300962233486214,0.7073170731707317,677.0,155.0,1.2931624017340155,0.5862386411127101,1.7915182941440673,0.2509620208438748,1.0470929955920898,0.592207572838418,0.3170731707317073,0.49746341863708965,8,256,7334,0.086697,0.741053,0.579431,1.0,0.705117,0.344563,False,True,False,True,True,False,3
joint_mm_0118,20260942,71,1.1920175184428043,0.42813429470431763,0.5352112676056338,232.0,216.0,1.1260973389294096,0.6935258000701993,1.995180906655797,0.25781375873061513,1.3349652018675675,0.1550021571818595,0.15492957746478872,0.4787940859776191,4,512,3702,0.038406,0.595669,0.284262,0.839546,0.622764,0.278287,False,False,False,True,True,False,2
joint_mm_0119,20260943,38,1.2686075314769785,0.5293398668761762,0.5,214.5,180.5,1.5265483682631364,0.5440230262068844,1.5828706016146938,0.32645677922207617,0.9177662438056271,0.804811268980585,0.39473684210526316,0.6157579952272029,8,512,3993,0.131637,0.716002,0.631023,1.0,0.749488,0.344071,False,True,True,True,True,False,4
joint_mm_0120,20260944,46,0.9469053327862889,0.7502646983694328,0.13043478260869565,167.0,297.5,2.1957019440682655,0.609965443540814,1.7803424897382274,0.3415015721882667,0.7239047634066512,0.29034317526468023,0.1956521739130435,0.45254855569237684,32,512,15035,0.318421,0.394472,0.322317,0.965214,0.718043,0.487672,False,False,False,True,True,False,2
joint_mm_0121,20260945,52,1.143146541094125,0.21448500383739233,0.6538461538461539,685.0,496.5,1.0483770329192477,0.34691928515021764,1.4467051832790605,0.22939428230257145,0.4871072332839239,0.528600143487346,0.28846153846153844,0.5593569122434457,8,256,13499,0.013955,0.376851,0.51736,0.617942,0.770113,0.139415,False,False,False,True,True,False,2
joint_mm_0122,20260946,52,0.9462468961897316,0.6159661221548065,0.6923076923076923,296.0,65.5,2.7147266672601993,0.668092538103126,1.0286515678904402,0.04534351903703165,0.6686338232919693,0.8169463557851718,0.38461538461538464,0.4076072888815687,4,512,4196,0.527608,0.571222,0.613752,0.441373,1.0,0.400378,False,False,True,False,True,False,2
joint_mm_0123,20260947,68,0.8925841890176844,0.005577982091393818,0.22058823529411764,871.5,77.5,3.887839006968009,0.6398781730803689,1.7886936687911401,0.027806453217016525,0.5207573866041645,0.03744986308215659,0.11764705882352941,0.6701168628466706,8,512,33975,0.849364,0.891148,0.388427,0.692721,0.643356,0.003626,True,True,False,True,True,False,4
joint_mm_0124,20260948,56,1.1406147154536708,0.4059718378548124,0.6785714285714286,570.5,63.5,2.9526078301010124,0.29916128164495315,2.0183665323089612,0.0664399274997148,1.0499633854240842,0.5486977751887266,0.2857142857142857,0.2863188809965986,4,512,7505,0.557888,0.564546,0.544441,0.802132,0.538466,0.263882,False,False,False,True,False,False,1
joint_mm_0125,20260949,51,0.9635654296466558,0.18525467114436112,0.5098039215686274,869.0,76.0,3.214296354448579,0.3764535129824923,1.1347608315154964,0.17214974021717544,1.2718936435400303,0.8954821299879225,0.4117647058823529,0.34470374404184834,4,256,7197,0.602419,0.836533,0.75287,1.0,1.0,0.120416,True,True,True,True,True,False,5
joint_mm_0126,20260950,69,1.070059536645061,0.7270642466975349,0.2753623188405797,134.0,129.0,1.0212293191033066,0.7230222192551956,1.0003511356508565,0.3707671744262991,0.6440090247722529,0.6406654494949532,0.3188405797101449,0.188851082423093,8,1024,4993,0.006653,0.727135,0.518131,0.804967,1.0,0.472592,False,True,False,True,True,False,3
joint_mm_0127,20260951,70,0.7766331094879688,0.6832782857534304,0.6857142857142857,608.5,149.0,3.9862126648221805,0.54732270312298,1.4478477635156337,0.3472630179075886,0.3788216425008879,0.014317010362361438,0.1,0.18852087954119956,8,512,31280,0.746553,0.676836,0.264698,0.446829,0.817193,0.444131,True,True,False,False,True,False,3
joint_mm_0128,20260952,45,1.0898099852789027,0.7208716529345403,0.4,572.0,128.0,4.399727019213657,0.30795307089754637,2.129806179132171,0.013862382673131118,0.7050186987855671,0.20285965570659348,0.17777777777777778,0.4872325112380754,8,1024,21185,1.0,0.647719,0.456056,0.940061,0.483382,0.468567,True,True,False,True,False,False,3
joint_mm_0129,20260953,71,1.2128043498683536,0.9693963896398364,0.8028169014084507,276.0,166.0,3.1215511497781434,0.44913197640321834,1.2329085779949005,0.040188620830456934,1.3117955082022643,0.8491432671772112,0.39436619718309857,0.5730388261208762,16,512,13831,0.564004,0.679058,0.68486,1.0,0.940517,0.980108,False,True,True,True,True,True,5
joint_mm_0130,20260954,71,1.2944863484873224,0.8730864903890527,0.30985915492957744,529.0,215.0,2.2526046153038823,0.3108220913244033,1.599259054734186,0.29891792010723117,0.8517812937097216,0.9331450884253517,0.4225352112676056,0.28180883909054305,8,512,15447,0.385926,0.621306,0.765907,1.0,0.749684,0.567506,False,True,True,True,True,False,4
joint_mm_0131,20260955,63,1.1874656830099415,0.12656086454676452,0.6507936507936508,499.0,119.0,3.4689128335481696,0.4652358048565275,1.060536563619626,0.07483025751998526,0.4979147226288436,0.7756075286934404,0.36507936507936506,0.5824460271238949,4,256,20814,0.622127,0.539004,0.667368,0.355184,1.0,0.082265,True,False,True,False,True,False,3
joint_mm_0132,20260956,60,1.1117333870329382,0.11202433559801195,0.5833333333333334,1158.0,67.5,1.1572619398655886,0.3426977151206294,1.2577939669306457,0.2688826903102646,0.7753604383062883,0.07833315081064984,0.13333333333333333,0.6089741653962659,8,256,23320,0.050455,0.817048,0.414106,1.0,0.79641,0.072816,False,True,False,True,True,False,3
joint_mm_0133,20260957,48,1.0120953350503237,0.8183458714134677,0.6666666666666666,321.0,450.0,4.675707292226416,0.5715494334776923,1.497910631670262,0.22444402202064906,0.83137614813533,0.29376943349865725,0.20833333333333334,0.6719510081793282,16,512,15699,0.938071,0.359029,0.391929,1.0,0.779671,0.531925,True,False,False,True,True,False,3
joint_mm_0134,20260958,64,0.993602084769361,0.3993245911991956,0.78125,2039.5,222.0,1.1429397357321913,0.6454809259088002,1.833926183861366,0.1971523474454202,0.6659141578366897,0.044526163402634156,0.109375,0.6399165997553454,32,512,147622,0.042435,0.589208,0.48877,0.887889,0.629995,0.259561,False,False,False,True,True,False,2
joint_mm_0135,20260959,38,1.033610183200893,0.6586880990043236,0.5,800.0,244.0,1.6057182195118447,0.4133365366012271,1.0870916914651556,0.3308955235415449,0.9738485294927205,0.887751114280161,0.42105263157894735,0.3168092824581487,16,256,19188,0.187294,0.60797,0.758727,1.0,1.0,0.428147,False,True,True,True,True,False,4
joint_mm_0136,20260960,64,1.006461567882451,0.1504436754707129,0.828125,1527.5,135.5,2.5578764299459253,0.4284210966383496,1.928339678775766,0.3846815816885024,1.22530765036643,0.2518312162093167,0.1875,0.42340945559249665,4,512,20113,0.432067,0.824138,0.608691,0.810103,0.656775,0.097788,False,True,True,True,True,False,4
joint_mm_0137,20260961,69,0.9816697386313142,0.35852692126982744,0.8405797101449275,710.0,512.0,2.4082224402029966,0.3229047561875882,1.6848864486218207,0.1548217426436686,0.7461938294910876,0.3253316089114733,0.21739130434782608,0.2464960675738948,8,512,13630,0.420936,0.329206,0.422029,0.691886,0.65694,0.233042,False,False,False,True,True,False,2
joint_mm_0138,20260962,51,1.3469278291492113,0.9303451542054847,0.21568627450980393,123.0,44.0,1.9682932241136533,0.48611113291134755,2.3396130925188605,0.3822722198163795,0.8290842400491542,0.6060602779446764,0.3137254901960784,0.3386587940049671,8,1024,2974,0.25394,0.819358,0.49947,1.0,0.496189,0.954724,False,True,False,True,False,True,3
joint_mm_0139,20260963,71,0.8815867005590443,0.6005725414109975,0.8591549295774648,3507.0,194.0,2.1561258023365535,0.30905226277878006,0.9280340038403923,0.19214374452291041,0.9254073716603882,0.7318707811092691,0.352112676056338,0.3982393168060725,8,256,48264,0.348059,0.396693,0.878169,0.678933,1.0,0.390372,False,False,True,True,True,False,3
joint_mm_0140,20260964,58,0.8083270339609259,0.7332044589212235,0.7586206896551724,1561.0,100.5,2.619571365808776,0.659539499171659,0.8260824636310048,0.44591744661074517,1.3153387882011394,0.9854880623539782,0.4482758620689655,0.28516723312390024,4,512,15310,0.474702,0.753826,0.932094,0.857348,1.0,0.476583,False,True,True,True,True,False,4
joint_mm_0141,20260965,63,0.7686196822404529,0.5546436640593438,0.746031746031746,2442.0,354.0,1.282620933435461,0.2674088873052074,2.155920500527199,0.2150298471124087,1.0275763373371332,0.548447247782331,0.2857142857142857,0.18601339388163637,8,512,28959,0.091403,0.407821,0.778571,1.0,0.500353,0.360518,False,False,True,True,False,False,2
joint_mm_0142,20260966,72,1.1550775371705522,0.18891789994335506,0.6527777777777778,2846.0,323.0,1.235220420482676,0.26150510860096443,1.5137995530529063,0.44282431617873286,0.48293431031779244,0.2775886756473034,0.19444444444444445,0.20212287877151458,32,1024,203555,0.074323,0.468993,0.641667,0.643914,0.751264,0.122797,False,False,True,True,True,False,3
joint_mm_0143,20260967,43,0.8584099446503946,0.43535273194492297,0.813953488372093,391.0,494.0,3.134095725229523,0.33834392920834605,1.8004306979769389,0.34308477108232277,0.4478287066494595,0.5202694266247079,0.27906976744186046,0.6816142352698794,8,256,15868,0.601765,0.307902,0.49468,0.597126,0.652575,0.282979,True,False,False,False,True,False,2
joint_mm_0144,20260968,39,1.1199384334504754,0.33673778087337725,0.23076923076923078,299.0,69.0,2.1531323563226863,0.2696017519178843,1.2049862533789262,0.25301071295383976,0.6005488654652266,0.8521419592121015,0.41025641025641024,0.30365360265498514,32,512,45422,0.351114,1.0,0.69704,0.80074,0.961891,0.56888,False,True,True,True,True,False,4
joint_mm_0145,20260969,40,1.152920479529181,0.043477728398715,0.4,219.5,230.5,2.4785010895897215,0.6500114352877059,0.8701461960113155,0.33544395645844804,0.35109404828231683,0.5665401675352247,0.3,0.6546868394072882,16,512,41223,0.452791,0.616164,0.53151,0.468127,1.0,0.028261,False,True,False,False,True,False,2
joint_mm_0146,20260970,61,0.7520665340802335,0.5332371156051755,0.4098360655737705,379.0,76.0,1.4914534257812808,0.4391326354277486,1.9398299592436823,0.11692325149676137,1.0664148153039514,0.10364033689170216,0.13114754098360656,0.4690086671011259,4,1024,6490,0.13797,0.807563,0.26679,0.91094,0.536658,0.346604,False,True,False,True,False,False,2
joint_mm_0147,20260971,48,1.3160066234999808,0.570469732384608,0.25,966.0,77.5,3.3992004325108818,0.43076724327215865,2.0190872594703477,0.025720316000893785,0.4177854483564605,0.04868414002370758,0.125,0.24328388165905712,8,512,54572,0.662279,0.743275,0.383008,0.557048,0.521472,0.370805,True,True,False,False,False,False,2
joint_mm_0148,20260972,58,1.2450817576507807,0.989163214656656,0.22413793103448276,537.5,137.0,1.7335398956742665,0.31703566659670307,0.9249074270867829,0.2907045711093631,0.36245089255978136,0.7955256344588209,0.3793103448275862,0.530539153390661,4,1024,35376,0.221327,0.690522,0.756441,0.356185,1.0,0.642956,False,True,True,False,True,True,4
joint_mm_0149,20260973,44,1.19123975707783,0.5259960232618425,0.2727272727272727,485.0,33.0,3.6218917111590674,0.7439942606905745,0.7780211599145066,0.05339974240557927,1.0314211493857317,0.7098691709492457,0.3409090909090909,0.5990027496313455,4,512,7869,0.819341,0.843134,0.672978,1.0,1.0,0.341897,True,True,True,True,True,False,5
joint_mm_0150,20260974,58,0.8228509979920504,0.4093714478543399,0.1896551724137931,93.0,252.5,2.953999747097698,0.7115193581537913,1.6926139022572544,0.18824666582597538,0.5810043138774441,0.21792951851607634,0.1724137931034483,0.5614790009584548,16,512,8718,0.555879,0.505762,0.287028,0.774673,0.677727,0.266091,False,False,False,True,True,False,2
joint_mm_0151,20260975,65,1.2324404952312784,0.17793514727441384,0.2153846153846154,1580.0,88.0,1.7991062751230744,0.6341191865906081,1.1500147756328598,0.32185538953406356,1.192536410795436,0.0382330651080498,0.1076923076923077,0.13685375546998843,16,512,41216,0.213607,0.879457,0.499695,1.0,1.0,0.115658,False,True,False,True,True,False,3
joint_mm_0152,20260976,38,0.7775522919556548,0.1718808364332708,0.6842105263157895,1587.0,449.5,1.0114373260280334,0.49067330863145225,0.8627346348370453,0.3131823702829904,1.2810753097121794,0.21579185243397359,0.18421052631578946,0.16034230912816821,8,256,19183,0.00316,0.409316,0.626316,1.0,1.0,0.111723,False,False,True,True,True,False,3
joint_mm_0153,20260977,52,1.0007232277056668,0.7497741752445437,0.6538461538461539,1535.0,413.5,4.0961589730333055,0.4127457278415475,1.148718071005212,0.22530416098596562,1.1615802665332318,0.4036913686435516,0.25,0.5541177916866802,4,512,15561,0.818696,0.400568,0.644763,0.943358,0.974747,0.487353,True,False,True,True,True,False,4
joint_mm_0154,20260978,72,1.2523102556701584,0.004670397971233586,0.20833333333333334,350.0,89.5,1.4031024384891952,0.4188630143551843,1.741517129982796,0.26096488755790614,0.6807924489262699,0.0821686848827482,0.125,0.18256454254158838,16,512,27190,0.111973,0.721828,0.289172,0.907745,0.65315,0.003036,False,True,False,True,True,False,3
joint_mm_0155,20260979,45,1.1684976249323609,0.32452581473388664,0.6444444444444445,650.0,139.0,3.148634288811644,0.35228486842023543,1.9116551563494237,0.36499616779392946,1.1167309490545374,0.9315293631037754,0.4222222222222222,0.12953168945083623,8,512,11348,0.614748,0.781917,0.791329,1.0,0.677226,0.210942,True,True,True,True,True,False,5
joint_mm_0156,20260980,68,0.7732720841469903,0.24824583013117174,0.45588235294117646,206.0,70.0,4.298917822804953,0.5982603111444706,1.4089728485814565,0.12395432427127039,0.5848691215630805,0.6739314808801761,0.3382352941176471,0.17979156470401142,16,1024,11680,0.994527,0.699809,0.550783,0.779863,0.882018,0.16136,True,True,False,True,True,False,4
joint_mm_0157,20260981,46,0.8706716805634529,0.5533502962982485,0.5,162.0,240.5,1.7382399730993803,0.6652320370856322,1.9811856649579704,0.08600263967394153,0.8554013420086086,0.023871378440550206,0.13043478260869565,0.6925524750512877,4,1024,2854,0.22067,0.659398,0.237779,0.725298,0.583626,0.359678,False,True,False,True,False,False,2
joint_mm_0158,20260982,46,1.3291048705166855,0.8660862509813729,0.717391304347826,2039.0,77.5,2.6259641162092238,0.5008009560043954,1.5213590780894135,0.417849936648287,1.085036326457516,0.17194391770068407,0.15217391304347827,0.16037388248905185,4,512,18398,0.406491,0.67816,0.578261,0.890532,0.790473,0.562956,False,True,False,True,True,False,3
