budget,budget_saturation_fraction,chunk,classification,decode_stalled_steps,max_waiting_queue,n_requests,param_arrival_gap,param_budget,param_chunk,param_hog_prompt,param_hog_sizes,param_n_hogs,param_n_runners,param_runner_output,param_shape,param_size_disparity,param_staggered,prefill_stalled_steps,primary_objective_best_policy,primary_objective_classification,primary_objective_max_min_spread,shape,window_idx
800,0.0899,512,UNDERLOADED,0,2,2,0.0,800,512,,"[4000, 43000]",2,0,0,admission_reorder,10.75,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,237
600,0.4741,512,CONTENTION_VISIBLE,0,4,4,0.0,600,512,,"[11938, 18036, 2000, 31355]",4,0,0,admission_reorder,15.68,,46,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,238
1024,0.6452,512,SATURATED,0,4,4,0.0,1024,512,,"[26625, 41314, 4000, 32149]",4,0,0,admission_reorder,10.33,,59,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,239
600,0.6571,512,SATURATED,0,4,6,0.005,600,512,,"[16960, 2000]",2,4,5,admission_reorder,8.48,,17,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,240
800,0.2222,512,CONTENTION_VISIBLE,0,7,11,0.001,800,512,,"[3206, 948, 500, 855]",4,7,20,admission_reorder,6.41,,6,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,241
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[6378, 4000, 16268]",3,0,0,admission_reorder,4.07,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,242
600,0.9456,512,SATURATED,0,3,3,0.0,600,512,,"[4000, 71394, 11562]",3,0,0,admission_reorder,17.85,,8,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,243
800,0.3889,512,CONTENTION_VISIBLE,0,4,4,0.0,800,512,,"[500, 3124, 1487, 5361]",4,0,0,admission_reorder,10.72,,6,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,244
512,0.9742,512,SATURATED,0,7,10,0.002,512,512,,"[61816, 71425, 4000, 75703]",4,6,10,admission_reorder,18.93,,416,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,245
1024,0.125,512,CONTENTION_VISIBLE,0,4,6,0.001,1024,512,,"[848, 500, 3927, 775]",4,2,20,admission_reorder,7.86,,3,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,246
800,0.4225,512,CONTENTION_VISIBLE,0,5,8,0.001,800,512,,"[2000, 22999, 7451]",3,5,40,admission_reorder,11.5,,30,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,247
1536,0.0,512,UNDERLOADED,0,7,9,0.002,1536,512,,"[500, 8118]",2,7,40,admission_reorder,16.24,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,248
512,0.9818,512,SATURATED,0,4,6,0.005,512,512,,"[73615, 64984, 4000, 23654]",4,2,5,admission_reorder,18.4,,324,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,249
400,0.6719,512,SATURATED,0,4,7,0.002,400,512,,"[3598, 5100, 8005, 500]",4,3,20,admission_reorder,16.01,,43,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,250
1024,0.6164,512,SATURATED,0,6,9,0.002,1024,512,,"[2000, 36567, 21119]",3,6,10,admission_reorder,18.28,,45,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,251
300,0.2679,512,CONTENTION_VISIBLE,0,5,8,0.002,300,512,,"[1023, 500, 2990]",3,5,40,admission_reorder,5.98,,15,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,252
600,0.7391,512,SATURATED,0,4,6,0.001,600,512,,"[4312, 1000, 4004, 2697]",4,2,5,admission_reorder,4.31,,17,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,253
300,0.5435,512,SATURATED,0,7,9,0.002,300,512,,"[7106, 500]",2,7,20,admission_reorder,14.21,,25,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,254
1536,0.0,512,UNDERLOADED,0,2,2,0.0,1536,512,,"[1000, 12018]",2,0,0,admission_reorder,12.02,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,255
600,0.3383,512,UNDERLOADED,0,2,2,0.0,600,512,,"[67316, 4000]",2,0,0,admission_reorder,16.83,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,256
400,0.9286,512,SATURATED,0,3,3,0.0,400,512,,"[4704, 5267, 500]",3,0,0,admission_reorder,10.53,,24,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,257
1536,0.0769,512,UNDERLOADED,0,3,3,0.0,1536,512,,"[11521, 19435, 2000]",3,0,0,admission_reorder,9.72,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,258
2048,0.0,512,UNDERLOADED,0,2,2,0.0,2048,512,,"[53198, 4000]",2,0,0,admission_reorder,13.3,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,259
2048,0.0857,512,UNDERLOADED,0,6,10,0.005,2048,512,,"[2000, 15272, 16900, 2287]",4,6,5,admission_reorder,8.45,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,260
800,0.0959,512,CONTENTION_VISIBLE,0,7,9,0.002,800,512,,"[36593, 2000]",2,7,40,admission_reorder,18.3,,5,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,261
2048,0.0,512,UNDERLOADED,0,4,6,0.001,2048,512,,"[3738, 500]",2,4,20,admission_reorder,7.48,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,262
300,0.8521,512,SATURATED,0,3,5,0.005,300,512,,"[34302, 2000]",2,3,20,admission_reorder,17.15,,121,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,263
400,0.8481,512,SATURATED,0,3,5,0.001,400,512,,"[4000, 32637, 55292]",3,2,40,admission_reorder,13.82,,229,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,264
600,0.8889,512,SATURATED,0,4,6,0.001,600,512,,"[17537, 21056, 12352, 2000]",4,2,10,admission_reorder,10.53,,88,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,265
1024,0.0,512,UNDERLOADED,0,8,10,0.005,1024,512,,"[500, 7863]",2,8,20,admission_reorder,15.73,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,266
300,0.8158,512,SATURATED,0,4,7,0.001,300,512,,"[6586, 9047, 1000, 11358]",4,3,20,admission_reorder,11.36,,93,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,267
600,0.9298,512,SATURATED,0,3,3,0.0,600,512,,"[25487, 5768, 2000]",3,0,0,admission_reorder,12.74,,50,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,268
300,0.9921,512,SATURATED,0,3,3,0.0,300,512,,"[4000, 45052, 26629]",3,0,0,admission_reorder,11.26,,163,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,269
400,0.8,512,SATURATED,0,3,3,0.0,400,512,,"[1897, 927, 500]",3,0,0,admission_reorder,3.8,,7,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,270
800,0.7333,512,SATURATED,0,3,3,0.0,800,512,,"[15286, 15555, 1000]",3,0,0,admission_reorder,15.56,,30,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,271
512,0.2115,512,CONTENTION_VISIBLE,0,4,6,0.001,512,512,,"[4757, 1000]",2,4,40,admission_reorder,4.76,,11,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,272
400,0.5287,512,SATURATED,0,4,7,0.005,400,512,,"[15093, 1000, 2479]",3,4,40,admission_reorder,15.09,,46,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,273
1024,0.2162,512,CONTENTION_VISIBLE,0,6,9,0.005,1024,512,,"[4000, 4074, 14218]",3,6,20,admission_reorder,3.55,,8,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,274
600,0.0567,512,UNDERLOADED,0,2,2,0.0,600,512,,"[4000, 68193]",2,0,0,admission_reorder,17.05,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,275
400,0.2807,512,CONTENTION_VISIBLE,0,2,4,0.005,400,512,,"[6274, 500]",2,2,40,admission_reorder,12.55,,16,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,276
1024,0.1379,512,CONTENTION_VISIBLE,0,7,9,0.002,1024,512,,"[4000, 28729]",2,7,10,admission_reorder,7.18,,6,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,277
1024,0.5,512,SATURATED,0,4,4,0.0,1024,512,,"[500, 968, 1687, 2534]",4,0,0,admission_reorder,5.07,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,278
400,0.6471,512,SATURATED,0,3,5,0.005,400,512,,"[3915, 500]",2,3,5,admission_reorder,7.83,,11,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,279
300,0.875,512,SATURATED,0,7,11,0.005,300,512,,"[4715, 4873, 500, 2404]",4,7,5,admission_reorder,9.75,,42,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,280
400,0.9741,512,SATURATED,0,4,8,0.002,400,512,,"[23131, 2000, 27873, 37511]",4,4,5,admission_reorder,18.76,,226,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,281
300,0.5769,512,SATURATED,0,7,9,0.002,300,512,,"[500, 3973]",2,7,10,admission_reorder,7.95,,14,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,282
300,0.9439,512,SATURATED,0,8,12,0.005,300,512,,"[1000, 4031, 19002, 6239]",4,8,5,admission_reorder,19.0,,101,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,283
1536,0.1458,512,CONTENTION_VISIBLE,0,4,7,0.002,1536,512,,"[11774, 4000, 20182]",3,4,40,admission_reorder,5.05,,5,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,284
600,0.1176,512,UNDERLOADED,0,2,2,0.0,600,512,,"[4000, 30551]",2,0,0,admission_reorder,7.64,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,285
600,0.3,512,CONTENTION_VISIBLE,0,6,10,0.001,600,512,,"[2327, 500, 1851, 670]",4,6,20,admission_reorder,4.66,,9,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,286
600,0.7647,512,SATURATED,0,3,3,0.0,600,512,,"[7535, 10657, 1000]",3,0,0,admission_reorder,10.66,,15,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,287
1024,0.869,512,SATURATED,0,6,8,0.001,1024,512,,"[73652, 60653, 4000]",3,5,5,admission_reorder,18.41,,125,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,288
800,0.6667,512,SATURATED,0,4,4,0.0,800,512,,"[19641, 27103, 31152, 2000]",4,0,0,admission_reorder,15.58,,69,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,289
1024,0.2429,512,CONTENTION_VISIBLE,0,3,6,0.001,1024,512,,"[2000, 8661, 33014]",3,3,5,admission_reorder,16.51,,17,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,290
1024,0.72,512,SATURATED,0,5,9,0.001,1024,512,,"[37752, 5595, 18197, 4000]",4,5,10,admission_reorder,9.44,,54,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,291
800,0.1379,512,UNDERLOADED,0,2,2,0.0,800,512,,"[4000, 27299]",2,0,0,admission_reorder,6.82,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,292
1536,0.0909,512,UNDERLOADED,0,4,6,0.001,1536,512,,"[500, 744, 4136, 4556]",4,2,5,admission_reorder,9.11,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,293
800,0.58,512,SATURATED,0,6,9,0.002,800,512,,"[14196, 8814, 1000]",3,6,20,admission_reorder,14.2,,29,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,294
400,0.9035,512,SATURATED,0,7,9,0.005,400,512,,"[39126, 2000]",2,7,10,admission_reorder,19.56,,103,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,295
300,0.9792,512,SATURATED,0,4,4,0.0,300,512,,"[2000, 4449, 7204, 14564]",4,0,0,admission_reorder,7.28,,45,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,296
400,0.9794,512,SATURATED,0,2,2,0.0,400,512,,"[4000, 34001]",2,0,0,admission_reorder,8.5,,10,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,297
1024,0.125,512,UNDERLOADED,0,7,9,0.005,1024,512,,"[11761, 2000]",2,7,5,admission_reorder,5.88,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,298
400,0.9,512,SATURATED,0,2,2,0.0,400,512,,"[2000, 5409]",2,0,0,admission_reorder,2.7,,5,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,299
1536,0.0,512,UNDERLOADED,0,8,10,0.001,1536,512,,"[1000, 6949]",2,8,40,admission_reorder,6.95,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,300
300,0.9923,512,SATURATED,0,4,4,0.0,300,512,,"[20663, 23813, 2000, 31160]",4,0,0,admission_reorder,15.58,,154,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,301
400,0.8158,512,SATURATED,0,7,10,0.002,400,512,,"[17737, 1000, 18452]",3,7,20,admission_reorder,18.45,,93,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,302
300,0.9907,512,SATURATED,0,3,3,0.0,300,512,,"[30212, 32082, 2000]",3,0,0,admission_reorder,16.04,,207,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,303
1536,0.0455,512,UNDERLOADED,0,3,5,0.005,1536,512,,"[8445, 10450, 1000]",3,2,5,admission_reorder,10.45,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,304
1024,0.1061,512,CONTENTION_VISIBLE,0,2,4,0.005,1024,512,,"[4000, 33192]",2,2,40,admission_reorder,8.3,,2,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,305
1024,0.5655,512,SATURATED,0,4,4,0.0,1024,512,,"[32004, 4000, 44996, 53200]",4,0,0,admission_reorder,13.3,,62,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,306
600,0.2857,512,CONTENTION_VISIBLE,0,3,3,0.0,600,512,,"[706, 500, 1872]",3,0,0,admission_reorder,3.75,,2,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,307
512,0.96,512,SATURATED,0,3,3,0.0,512,512,,"[1000, 10146, 13586]",3,0,0,admission_reorder,13.59,,21,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,308
2048,0.0,512,UNDERLOADED,0,6,10,0.002,2048,512,,"[8138, 8343, 5462, 500]",4,6,20,admission_reorder,16.69,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,309
300,0.9423,512,SATURATED,0,4,7,0.005,300,512,,"[4000, 15470, 35091, 48319]",4,3,20,admission_reorder,12.08,,343,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,310
800,0.0889,512,CONTENTION_VISIBLE,0,5,7,0.002,800,512,,"[2000, 21032]",2,5,40,admission_reorder,10.52,,2,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,311
1024,0.9528,512,SATURATED,0,4,4,0.0,1024,512,,"[4000, 49658, 58278, 14749]",4,0,0,admission_reorder,14.57,,96,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,312
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[2000, 17556, 26050]",3,0,0,admission_reorder,13.03,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,313
1024,0.0,512,UNDERLOADED,0,2,2,0.0,1024,512,,"[5105, 500]",2,0,0,admission_reorder,10.21,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,314
800,0.9118,512,SATURATED,0,4,4,0.0,800,512,,"[6849, 9545, 7159, 2000]",4,0,0,admission_reorder,4.77,,24,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,315
1536,0.0,512,UNDERLOADED,0,2,2,0.0,1536,512,,"[2000, 20326]",2,0,0,admission_reorder,10.16,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,316
1024,0.0625,512,UNDERLOADED,0,2,2,0.0,1024,512,,"[1000, 7676]",2,0,0,admission_reorder,7.68,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,317
400,0.5962,512,SATURATED,0,6,9,0.002,400,512,,"[4217, 500, 7789]",3,6,20,admission_reorder,15.58,,31,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,318
1024,0.4091,512,CONTENTION_VISIBLE,0,3,3,0.0,1024,512,,"[7482, 21925, 2000]",3,0,0,admission_reorder,10.96,,14,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,319
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[2000, 8488, 4312]",3,0,0,admission_reorder,4.24,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,320
2048,0.0,512,UNDERLOADED,0,5,8,0.005,2048,512,,"[15923, 54714, 4000]",3,5,5,admission_reorder,13.68,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,321
512,0.9893,512,SATURATED,0,3,3,0.0,512,512,,"[26901, 63861, 4000]",3,0,0,admission_reorder,15.97,,177,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,322
800,0.197,512,CONTENTION_VISIBLE,0,2,4,0.005,800,512,,"[33076, 4000]",2,2,40,admission_reorder,8.27,,8,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,323
2048,0.0,512,UNDERLOADED,0,4,6,0.005,2048,512,,"[1000, 18108]",2,4,20,admission_reorder,18.11,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,324
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[500, 6832, 9761]",3,0,0,admission_reorder,19.52,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,325
512,0.3692,512,CONTENTION_VISIBLE,0,5,8,0.001,512,512,,"[5759, 5538, 1000]",3,5,40,admission_reorder,5.76,,24,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,326
1536,0.0,512,UNDERLOADED,0,6,8,0.001,1536,512,,"[6611, 500]",2,6,20,admission_reorder,13.22,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,327
1024,0.6471,512,SATURATED,0,4,6,0.001,1024,512,,"[2874, 5739, 500, 2556]",4,2,5,admission_reorder,11.48,,11,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,328
1536,0.0769,512,CONTENTION_VISIBLE,0,4,4,0.0,1536,512,,"[45008, 4000, 5221, 61599]",4,0,0,admission_reorder,15.4,,7,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,329
800,0.25,512,CONTENTION_VISIBLE,0,3,3,0.0,800,512,,"[15614, 1000, 1413]",3,0,0,admission_reorder,15.61,,3,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,330
800,0.05,512,UNDERLOADED,0,2,2,0.0,800,512,,"[9435, 500]",2,0,0,admission_reorder,18.87,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,331
800,0.1176,512,UNDERLOADED,0,8,10,0.002,800,512,,"[1000, 7663]",2,8,10,admission_reorder,7.66,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,332
800,0.1304,512,UNDERLOADED,0,2,2,0.0,800,512,,"[10805, 1000]",2,0,0,admission_reorder,10.81,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,333
600,0.425,512,CONTENTION_VISIBLE,0,8,11,0.001,600,512,,"[1000, 7171, 13065]",3,8,5,admission_reorder,13.07,,17,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,334
300,0.4324,512,CONTENTION_VISIBLE,0,4,7,0.002,300,512,,"[2359, 1588, 500, 567]",4,3,20,admission_reorder,4.72,,16,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,335
2048,0.0,512,UNDERLOADED,0,2,4,0.002,2048,512,,"[6805, 500]",2,2,5,admission_reorder,13.61,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,336
400,0.8,512,SATURATED,0,3,5,0.005,400,512,,"[4989, 500, 4330]",3,2,5,admission_reorder,9.98,,24,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,337
2048,0.1077,512,UNDERLOADED,0,4,4,0.0,2048,512,,"[23781, 32276, 14525, 4000]",4,0,0,admission_reorder,8.07,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,338
512,0.9355,512,SATURATED,0,4,4,0.0,512,512,,"[3524, 3024, 7929, 500]",4,0,0,admission_reorder,15.86,,28,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,339
1024,0.0,512,UNDERLOADED,0,2,2,0.0,1024,512,,"[3397, 500]",2,0,0,admission_reorder,6.79,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,340
1024,0.6765,512,SATURATED,0,3,3,0.0,1024,512,,"[2000, 12041, 14495]",3,0,0,admission_reorder,7.25,,3,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,341
400,0.9861,512,SATURATED,0,4,4,0.0,400,512,,"[19360, 17890, 18562, 1000]",4,0,0,admission_reorder,19.36,,139,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,342
400,0.4744,512,CONTENTION_VISIBLE,0,4,6,0.001,400,512,,"[1434, 3894, 1000, 8465]",4,2,40,admission_reorder,8.47,,37,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,343
400,0.982,512,SATURATED,0,3,3,0.0,400,512,,"[2000, 15223, 26500]",3,0,0,admission_reorder,13.25,,43,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,344
800,0.8961,512,SATURATED,0,4,4,0.0,800,512,,"[28372, 19701, 8473, 2000]",4,0,0,admission_reorder,14.19,,62,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,345
800,0.1429,512,UNDERLOADED,0,2,2,0.0,800,512,,"[2581, 500]",2,0,0,admission_reorder,5.16,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,346
400,0.4615,512,CONTENTION_VISIBLE,0,8,10,0.001,400,512,,"[1000, 6246]",2,8,20,admission_reorder,6.25,,18,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,347
1024,0.3492,512,CONTENTION_VISIBLE,0,4,8,0.005,1024,512,,"[11507, 8880, 2000, 13921]",4,4,40,admission_reorder,6.96,,22,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,348
2048,0.0,512,UNDERLOADED,0,2,2,0.0,2048,512,,"[1000, 8270]",2,0,0,admission_reorder,8.27,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,349
600,0.3387,512,CONTENTION_VISIBLE,0,7,11,0.005,600,512,,"[4407, 1000, 5286, 3485]",4,7,40,admission_reorder,5.29,,21,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,350
300,0.2222,512,CONTENTION_VISIBLE,0,4,6,0.002,300,512,,"[1342, 500]",2,4,20,admission_reorder,2.69,,6,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,351
512,0.9815,512,SATURATED,0,3,3,0.0,512,512,,"[2000, 39693, 12691]",3,0,0,admission_reorder,19.85,,81,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,352
300,0.971,512,SATURATED,0,3,3,0.0,300,512,,"[1000, 8882, 10421]",3,0,0,admission_reorder,10.42,,32,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,353
1536,0.0761,512,CONTENTION_VISIBLE,0,3,5,0.001,1536,512,,"[25392, 46246, 4000]",3,2,20,admission_reorder,11.56,,6,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,354
2048,0.0,512,UNDERLOADED,0,4,4,0.0,2048,512,,"[1892, 500, 4008, 3671]",4,0,0,admission_reorder,8.02,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,355
